"_id","hash","project_id","version","license","method_name","file_location","function_code","repository_url","query_project","violation"
"69cb387f4ec4385bcbb7364614e287f7_522772739","69cb387f4ec4385bcbb7364614e287f7","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:2891","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L2891","No","NaN"
"69cb387f4ec4385bcbb7364614e287f7_3162370065","69cb387f4ec4385bcbb7364614e287f7","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:2684","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L2684","No","Apache-2.0 incompatible with LGPL-3.0"
"69cb387f4ec4385bcbb7364614e287f7_2416460407","69cb387f4ec4385bcbb7364614e287f7","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:2893","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L2893","No","Apache-2.0 incompatible with LGPL-3.0"
"69cb387f4ec4385bcbb7364614e287f7_3084233893","69cb387f4ec4385bcbb7364614e287f7","3084233893","1650856246000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:2893","Code not available","https://github.com/alibaba/arthas/blob/7e5e320cdfa5b1ee64032570be0eb22e01408176/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L2893","No","Apache-2.0 incompatible with LGPL-3.0"
"69cb387f4ec4385bcbb7364614e287f7_355421852","69cb387f4ec4385bcbb7364614e287f7","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:2893","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L2893","No","Undetermined"
"69cb387f4ec4385bcbb7364614e287f7_633176973","69cb387f4ec4385bcbb7364614e287f7","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:2893","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L2893","Yes","Undetermined"
"71fd00795f34d337561674409f033604_522772739","71fd00795f34d337561674409f033604","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:2733","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L2733","No","NaN"
"71fd00795f34d337561674409f033604_3677293766","71fd00795f34d337561674409f033604","3677293766","1567947824000","Other","Bastillion","src/main/webapp/_res/js/tty/xterm.js:2831","Code not available","https://github.com/bastillion-io/Bastillion/blob/507785bdb9472a204f18fbdb087e2072df1ce9c0/src/main/webapp/_res/js/tty/xterm.js#L2831","No","Undetermined"
"71fd00795f34d337561674409f033604_3162370065","71fd00795f34d337561674409f033604","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:2526","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L2526","No","Apache-2.0 incompatible with LGPL-3.0"
"71fd00795f34d337561674409f033604_1013753558","71fd00795f34d337561674409f033604","1013753558","1579472799000","GNU General Public License v3.0","linuxdeploy","app/src/main/assets/web/js/xterm.js:2453","Code not available","https://github.com/meefik/linuxdeploy/blob/821cbeb08caf4ec5e8562cfc4930addec1300c97/app/src/main/assets/web/js/xterm.js#L2453","No","NaN"
"71fd00795f34d337561674409f033604_2416460407","71fd00795f34d337561674409f033604","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:2735","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L2735","No","Apache-2.0 incompatible with LGPL-3.0"
"71fd00795f34d337561674409f033604_807067527","71fd00795f34d337561674409f033604","807067527","1608215375000","MIT License","OmniDB","OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js:3025","Code not available","https://github.com/OmniDB/OmniDB/blob/789291204fa7a3a09dd3cf28ccfbf7f0b2a90ca0/OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js#L3025","No","MIT incompatible with LGPL-3.0"
"71fd00795f34d337561674409f033604_1305386973","71fd00795f34d337561674409f033604","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:2831","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L2831","No","MIT incompatible with LGPL-3.0"
"71fd00795f34d337561674409f033604_3084233893","71fd00795f34d337561674409f033604","3084233893","1661482604000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:2735","Code not available","https://github.com/alibaba/arthas/blob/6d2d78dd1c811ddafe9c5488328dd3fc05400f21/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L2735","No","Apache-2.0 incompatible with LGPL-3.0"
"71fd00795f34d337561674409f033604_1992870902","71fd00795f34d337561674409f033604","1992870902","1662503639000","GNU General Public License v3.0","LxdMosaic","src/assets/xterm/xterm.js:3025","Code not available","https://github.com/turtle0x1/LxdMosaic/blob/c6f53f3fcb66d2cf741abff5d0a657b548cdfc18/src/assets/xterm/xterm.js#L3025","No","NaN"
"71fd00795f34d337561674409f033604_355421852","71fd00795f34d337561674409f033604","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:2735","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L2735","No","Undetermined"
"71fd00795f34d337561674409f033604_1578317806","71fd00795f34d337561674409f033604","1578317806","1683023913000","Other","Nuages","Clients/Nuages_WebCli/lib/xterm.js:3025","Code not available","https://github.com/p3nt4/Nuages/blob/d4ca97c79106e2b52fe7cbb06af807cea516c1b2/Clients/Nuages_WebCli/lib/xterm.js#L3025","No","Undetermined"
"71fd00795f34d337561674409f033604_1824255851","71fd00795f34d337561674409f033604","1824255851","1711424528000","GNU General Public License v3.0","jumpserver","apps/static/js/plugins/xterm/xterm.js:2448","Code not available","https://github.com/jumpserver/jumpserver/blob/4f34ce5edb6be43fe01468faad4f158a82a08dce/apps/static/js/plugins/xterm/xterm.js#L2448","No","NaN"
"71fd00795f34d337561674409f033604_1582889900","71fd00795f34d337561674409f033604","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:2453","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L2453","No","Undetermined"
"71fd00795f34d337561674409f033604_633176973","71fd00795f34d337561674409f033604","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:2735","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L2735","Yes","Undetermined"
"72b98cf325624c6df399f38d105f5d29_522772739","72b98cf325624c6df399f38d105f5d29","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:3780","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L3780","No","NaN"
"72b98cf325624c6df399f38d105f5d29_3162370065","72b98cf325624c6df399f38d105f5d29","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:3573","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L3573","No","Apache-2.0 incompatible with LGPL-3.0"
"72b98cf325624c6df399f38d105f5d29_1013753558","72b98cf325624c6df399f38d105f5d29","1013753558","1579472799000","GNU General Public License v3.0","linuxdeploy","app/src/main/assets/web/js/xterm.js:3487","Code not available","https://github.com/meefik/linuxdeploy/blob/821cbeb08caf4ec5e8562cfc4930addec1300c97/app/src/main/assets/web/js/xterm.js#L3487","No","NaN"
"72b98cf325624c6df399f38d105f5d29_2416460407","72b98cf325624c6df399f38d105f5d29","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:3796","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L3796","No","Apache-2.0 incompatible with LGPL-3.0"
"72b98cf325624c6df399f38d105f5d29_1305386973","72b98cf325624c6df399f38d105f5d29","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:3850","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L3850","No","MIT incompatible with LGPL-3.0"
"72b98cf325624c6df399f38d105f5d29_3084233893","72b98cf325624c6df399f38d105f5d29","3084233893","1661482604000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:3796","Code not available","https://github.com/alibaba/arthas/blob/6d2d78dd1c811ddafe9c5488328dd3fc05400f21/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L3796","No","Apache-2.0 incompatible with LGPL-3.0"
"72b98cf325624c6df399f38d105f5d29_355421852","72b98cf325624c6df399f38d105f5d29","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:3796","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L3796","No","Undetermined"
"72b98cf325624c6df399f38d105f5d29_1582889900","72b98cf325624c6df399f38d105f5d29","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:3487","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L3487","No","Undetermined"
"72b98cf325624c6df399f38d105f5d29_633176973","72b98cf325624c6df399f38d105f5d29","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:3796","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L3796","Yes","Undetermined"
"9b6d14414bf65fdd9aa9e1c221d92e2a_522772739","9b6d14414bf65fdd9aa9e1c221d92e2a","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:2826","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L2826","No","NaN"
"9b6d14414bf65fdd9aa9e1c221d92e2a_3677293766","9b6d14414bf65fdd9aa9e1c221d92e2a","3677293766","1567947824000","Other","Bastillion","src/main/webapp/_res/js/tty/xterm.js:2929","Code not available","https://github.com/bastillion-io/Bastillion/blob/507785bdb9472a204f18fbdb087e2072df1ce9c0/src/main/webapp/_res/js/tty/xterm.js#L2929","No","Undetermined"
"9b6d14414bf65fdd9aa9e1c221d92e2a_3162370065","9b6d14414bf65fdd9aa9e1c221d92e2a","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:2619","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L2619","No","Apache-2.0 incompatible with LGPL-3.0"
"9b6d14414bf65fdd9aa9e1c221d92e2a_2416460407","9b6d14414bf65fdd9aa9e1c221d92e2a","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:2828","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L2828","No","Apache-2.0 incompatible with LGPL-3.0"
"9b6d14414bf65fdd9aa9e1c221d92e2a_807067527","9b6d14414bf65fdd9aa9e1c221d92e2a","807067527","1608215375000","MIT License","OmniDB","OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js:3118","Code not available","https://github.com/OmniDB/OmniDB/blob/789291204fa7a3a09dd3cf28ccfbf7f0b2a90ca0/OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js#L3118","No","MIT incompatible with LGPL-3.0"
"9b6d14414bf65fdd9aa9e1c221d92e2a_1305386973","9b6d14414bf65fdd9aa9e1c221d92e2a","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:2929","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L2929","No","MIT incompatible with LGPL-3.0"
"9b6d14414bf65fdd9aa9e1c221d92e2a_3084233893","9b6d14414bf65fdd9aa9e1c221d92e2a","3084233893","1650856246000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:2828","Code not available","https://github.com/alibaba/arthas/blob/7e5e320cdfa5b1ee64032570be0eb22e01408176/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L2828","No","Apache-2.0 incompatible with LGPL-3.0"
"9b6d14414bf65fdd9aa9e1c221d92e2a_1992870902","9b6d14414bf65fdd9aa9e1c221d92e2a","1992870902","1662503639000","GNU General Public License v3.0","LxdMosaic","src/assets/xterm/xterm.js:3118","Code not available","https://github.com/turtle0x1/LxdMosaic/blob/c6f53f3fcb66d2cf741abff5d0a657b548cdfc18/src/assets/xterm/xterm.js#L3118","No","NaN"
"9b6d14414bf65fdd9aa9e1c221d92e2a_355421852","9b6d14414bf65fdd9aa9e1c221d92e2a","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:2828","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L2828","No","Undetermined"
"9b6d14414bf65fdd9aa9e1c221d92e2a_1578317806","9b6d14414bf65fdd9aa9e1c221d92e2a","1578317806","1683023913000","Other","Nuages","Clients/Nuages_WebCli/lib/xterm.js:3118","Code not available","https://github.com/p3nt4/Nuages/blob/d4ca97c79106e2b52fe7cbb06af807cea516c1b2/Clients/Nuages_WebCli/lib/xterm.js#L3118","No","Undetermined"
"9b6d14414bf65fdd9aa9e1c221d92e2a_633176973","9b6d14414bf65fdd9aa9e1c221d92e2a","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:2828","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L2828","Yes","Undetermined"
"b41a6d3ff042a0fa9b62196db7ebc424_522772739","b41a6d3ff042a0fa9b62196db7ebc424","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:5602","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L5602","No","NaN"
"b41a6d3ff042a0fa9b62196db7ebc424_3162370065","b41a6d3ff042a0fa9b62196db7ebc424","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:5390","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L5390","No","Apache-2.0 incompatible with LGPL-3.0"
"b41a6d3ff042a0fa9b62196db7ebc424_1013753558","b41a6d3ff042a0fa9b62196db7ebc424","1013753558","1579472799000","GNU General Public License v3.0","linuxdeploy","app/src/main/assets/web/js/xterm.js:5226","Code not available","https://github.com/meefik/linuxdeploy/blob/821cbeb08caf4ec5e8562cfc4930addec1300c97/app/src/main/assets/web/js/xterm.js#L5226","No","NaN"
"b41a6d3ff042a0fa9b62196db7ebc424_2416460407","b41a6d3ff042a0fa9b62196db7ebc424","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:5702","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L5702","No","Apache-2.0 incompatible with LGPL-3.0"
"b41a6d3ff042a0fa9b62196db7ebc424_1305386973","b41a6d3ff042a0fa9b62196db7ebc424","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:5230","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L5230","No","MIT incompatible with LGPL-3.0"
"b41a6d3ff042a0fa9b62196db7ebc424_3084233893","b41a6d3ff042a0fa9b62196db7ebc424","3084233893","1661482604000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:5702","Code not available","https://github.com/alibaba/arthas/blob/6d2d78dd1c811ddafe9c5488328dd3fc05400f21/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L5702","No","Apache-2.0 incompatible with LGPL-3.0"
"b41a6d3ff042a0fa9b62196db7ebc424_355421852","b41a6d3ff042a0fa9b62196db7ebc424","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:5702","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L5702","No","Undetermined"
"b41a6d3ff042a0fa9b62196db7ebc424_1824255851","b41a6d3ff042a0fa9b62196db7ebc424","1824255851","1711424528000","GNU General Public License v3.0","jumpserver","apps/static/js/plugins/xterm/xterm.js:5123","Code not available","https://github.com/jumpserver/jumpserver/blob/4f34ce5edb6be43fe01468faad4f158a82a08dce/apps/static/js/plugins/xterm/xterm.js#L5123","No","NaN"
"b41a6d3ff042a0fa9b62196db7ebc424_1582889900","b41a6d3ff042a0fa9b62196db7ebc424","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:5226","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L5226","No","Undetermined"
"b41a6d3ff042a0fa9b62196db7ebc424_633176973","b41a6d3ff042a0fa9b62196db7ebc424","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","evaluateKeyboardEvent","./src/main/resources/io/termd/core/http/xterm.js:5702","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L5702","Yes","Undetermined"
"f1770783e341c5df7e762a1c91a5d241_522772739","f1770783e341c5df7e762a1c91a5d241","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:4742","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L4742","No","NaN"
"f1770783e341c5df7e762a1c91a5d241_3162370065","f1770783e341c5df7e762a1c91a5d241","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:4530","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L4530","No","Apache-2.0 incompatible with LGPL-3.0"
"f1770783e341c5df7e762a1c91a5d241_1013753558","f1770783e341c5df7e762a1c91a5d241","1013753558","1579472799000","GNU General Public License v3.0","linuxdeploy","app/src/main/assets/web/js/xterm.js:4443","Code not available","https://github.com/meefik/linuxdeploy/blob/821cbeb08caf4ec5e8562cfc4930addec1300c97/app/src/main/assets/web/js/xterm.js#L4443","No","NaN"
"f1770783e341c5df7e762a1c91a5d241_2416460407","f1770783e341c5df7e762a1c91a5d241","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:4782","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L4782","No","Apache-2.0 incompatible with LGPL-3.0"
"f1770783e341c5df7e762a1c91a5d241_748547861","f1770783e341c5df7e762a1c91a5d241","748547861","1615133265000","Apache License 2.0","myrtille","Myrtille.Web/js/xterm/xterm.js:4599","Code not available","https://github.com/cedrozor/myrtille/blob/6f209f8d2ac4b4d130235fddbb963a74c59a217e/Myrtille.Web/js/xterm/xterm.js#L4599","No","Apache-2.0 incompatible with LGPL-3.0"
"f1770783e341c5df7e762a1c91a5d241_1305386973","f1770783e341c5df7e762a1c91a5d241","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:4849","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L4849","No","MIT incompatible with LGPL-3.0"
"f1770783e341c5df7e762a1c91a5d241_3084233893","f1770783e341c5df7e762a1c91a5d241","3084233893","1661482604000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:4782","Code not available","https://github.com/alibaba/arthas/blob/6d2d78dd1c811ddafe9c5488328dd3fc05400f21/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L4782","No","Apache-2.0 incompatible with LGPL-3.0"
"f1770783e341c5df7e762a1c91a5d241_355421852","f1770783e341c5df7e762a1c91a5d241","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:4782","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L4782","No","Undetermined"
"f1770783e341c5df7e762a1c91a5d241_1824255851","f1770783e341c5df7e762a1c91a5d241","1824255851","1711424528000","GNU General Public License v3.0","jumpserver","apps/static/js/plugins/xterm/xterm.js:4348","Code not available","https://github.com/jumpserver/jumpserver/blob/4f34ce5edb6be43fe01468faad4f158a82a08dce/apps/static/js/plugins/xterm/xterm.js#L4348","No","NaN"
"f1770783e341c5df7e762a1c91a5d241_1582889900","f1770783e341c5df7e762a1c91a5d241","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:4443","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L4443","No","Undetermined"
"f1770783e341c5df7e762a1c91a5d241_633176973","f1770783e341c5df7e762a1c91a5d241","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:4782","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L4782","Yes","Undetermined"
"f84de413974755dd931932ab5391aa21_522772739","f84de413974755dd931932ab5391aa21","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:2845","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L2845","No","NaN"
"f84de413974755dd931932ab5391aa21_3677293766","f84de413974755dd931932ab5391aa21","3677293766","1567947824000","Other","Bastillion","src/main/webapp/_res/js/tty/xterm.js:2948","Code not available","https://github.com/bastillion-io/Bastillion/blob/507785bdb9472a204f18fbdb087e2072df1ce9c0/src/main/webapp/_res/js/tty/xterm.js#L2948","No","Undetermined"
